119,113,,,,code0,2009-11-06 10:41:03,varchar(8),accounts,,,1,0,,,1,,1,0,,
122,1,,,,documents,2009-11-05 17:42:19,,,,,1,0,,,0,,0,0,,
123,122,,,,id,2009-11-05 17:43:11,int(20),documents,,,0,1,PRIMARY,,1,,1,0,,
124,122,,,,type,2009-11-06 13:34:18,int(20),documents,,,1,0,,,1,,1,0,,
125,122,,,,date,2009-11-05 17:44:32,datetime,documents,,,1,0,,,1,,1,0,,
126,122,,,,target_date,2009-11-05 17:45:03,datetime,documents,,,0,0,,,1,,1,0,,
127,57,,,,document_types,2009-11-05 17:45:33,table,document_types,,,1,0,,,1,,0,0,,
128,57,,,,document_rows,2009-11-05 17:46:03,table,document_rows,,,1,0,,,1,,0,0,,
129,1,,,,document_types,2009-11-05 17:46:30,,,,,1,0,,,0,,0,0,,
130,129,,,,id,2009-11-05 17:46:58,int(20),document_types,,,0,1,PRIMARY,,1,,1,0,,
131,129,,,,name,2009-11-05 17:47:12,varchar(200),document_types,,,0,0,,,1,,1,0,,
132,1,,,,document_rows,2009-11-05 17:47:27,,,,,1,0,,,0,,0,0,,
133,132,,,,id_document,2009-11-05 17:47:54,int(20),document_rows,,,0,0,PRIMARY,,1,,1,0,,
136,132,,,,amount_raw,2009-11-05 17:50:07,"double(20,4)",document_rows,,,1,0,,,1,,1,0,,
135,132,,,,id_object,2009-11-06 00:30:37,int(20),document_rows,,,0,0,PRIMARY,,1,,1,0,,
137,132,,,,amount_mu,2009-11-05 17:50:44,int(5),document_rows,единица измерения,,1,0,,,1,,1,0,,
138,132,,,,amount,2009-11-06 12:53:34,"double(20,4)",document_rows,,1,0,0,,,1,,1,0,,
139,132,,,,id_acct_from,2009-11-05 17:52:38,int(20),document_rows,,0,0,0,,,1,,1,0,,
140,132,,,,id_acct_to,2009-11-05 17:52:36,int(20),document_rows,,0,0,0,,,1,,1,0,,
141,132,,,,price,2009-11-05 18:04:01,"decimal(20,2)",document_rows,,,1,0,,,1,,1,0,,
142,132,,,,id_location_from,2009-11-05 18:04:30,int(20),document_rows,,,1,0,,,1,,1,0,,
143,132,,,,id_location_to,2009-11-05 18:04:50,"decimal(20,2)",document_rows,,,1,0,,,1,,1,0,,
144,96,,,,order,2009-11-05 18:13:40,int(5),pc_operations,,,1,0,,,1,,1,0,,
145,57,,,,calendar,2009-11-05 18:16:55,table,calendar,,,1,0,,,1,,0,0,,
146,1,,,,calendar,2009-11-05 18:17:07,,,,,1,0,,,0,,0,0,,
147,146,,,,date,2009-11-05 18:17:51,datetime,calendar,,,0,0,PRIMARY,,1,,1,0,,
148,146,,,,day,2009-11-05 18:18:50,int(2),calendar,,,1,0,,,1,,1,0,,
149,146,,,,month,2009-11-05 18:18:48,int(2),calendar,,,1,0,,,1,,1,0,,
150,146,,,,year,2009-11-05 18:18:45,int(5),calendar,,,1,0,,,1,,1,0,,
151,146,,,,working,2009-11-05 18:19:22,int(1),calendar,,,1,0,,,1,,1,0,,
152,122,,,,comment,2009-11-06 10:41:49,mediumtext,documents,,,1,0,,,1,,1,0,,
153,59,,,,preference_level,2009-11-06 09:13:49,int(20),production_chains,,,1,0,,,1,,1,0,0,
154,38,,,,id_codes,2009-11-06 10:18:32,int(20),acct_objects,,,1,0,,,1,,1,0,,
159,113,,,,code1,2009-11-06 10:41:10,varchar(8),accounts,,,1,0,,0,1,,1,0,,
160,113,,,,code2,2009-11-06 10:42:41,varchar(8),accounts,,,1,0,,0,1,,1,0,,
162,113,,,,is_passive,2009-11-06 12:50:55,int(1),accounts,,0,0,0,,,1,,1,0,,
163,113,,,,aux_curr,2009-11-06 12:56:32,int(1),accounts,другая валюта,0,0,0,,,1,,1,0,,
164,113,,,,is_phys,2009-11-06 13:03:54,int(1),accounts,,,1,0,,,1,,1,0,,
