"Фламенко №52-3 ПГ 600  шпон дуб (-/4)",12
"Фламенко №52-3 ПГ 700  шпон дуб (-/4)",4
"Фламенко №52-3 ПГ 800  шпон дуб (-/4)",12
"Фламенко №52-3 ПО  600  шпон дуб (4/4)",4
"Фламенко №52-3 ПО  700  шпон дуб (4/4)",4
"Фламенко №52-3 ПО  800  шпон дуб (4/4)",12
