,"1","Добор 21-10 (140 мм) шпон темный дуб (Фламенко)","Б0103233",3," ","4603636008158","к-т",1
,"2","Добор 21-13 (140 мм) шпон темный дуб (Фламенко)","Б0103345",3," ","4603636008172","к-т",1
,"3","Коробка 21-10 шпон темный дуб МДФ","Б0103140",8," ","4603636008189","к-т",1
,"5","Коробка МДФ сосна шпон тёмного дуба 21-10 (Фламенко)","Б0103789",8," ","4603636013107","к-т",1
,"6","Коробка МДФ сосна шпон тёмного дуба 21-13 (Фламенко)","Б0103790","5,3"," ","4603636013114","к-т",1
,"8","Наличник 75 мм ""Капля"" (21-10) шпон. темный дуб одностор.","Б0103141",1," ","4603636008233","к-т",1
,"9","Наличник 75 мм ""Капля"" (21-13) шпон. темный дуб одностор.","Б0103420",1," ","4603636011967","к-т",1
,"10","Элемент коробки 2,1м шпон темный дуб   (Фламенко)","Б0103008",2," ","4603636008301","шт.",1
,"12","Элемент коробки порог 1,1 м шпон. темный дуб (Фламенко)","Б0103010","0,5"," ","4603636008288","шт.",1
